scoring_method,k,n_models,top_k_acc
Only-MS$^2$,20,8,70.0
LC-MS$^2$Struct,1,1,24.0
LC-MS$^2$Struct,20,1,64.0
Only-MS$^2$,1,1,23.0
Only-MS$^2$,20,1,68.0
LC-MS$^2$Struct,1,2,26.0
LC-MS$^2$Struct,20,2,66.0
Only-MS$^2$,1,2,23.0
Only-MS$^2$,20,2,68.0
LC-MS$^2$Struct,1,3,24.0
LC-MS$^2$Struct,20,3,66.0
Only-MS$^2$,1,3,23.0
Only-MS$^2$,20,3,68.0
LC-MS$^2$Struct,1,4,24.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,23.0
Only-MS$^2$,20,4,68.0
LC-MS$^2$Struct,1,5,24.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,23.0
Only-MS$^2$,20,5,68.0
LC-MS$^2$Struct,1,6,24.0
LC-MS$^2$Struct,20,6,66.0
Only-MS$^2$,1,6,23.0
Only-MS$^2$,20,6,68.0
LC-MS$^2$Struct,1,7,22.0
LC-MS$^2$Struct,20,7,66.0
Only-MS$^2$,1,7,23.0
Only-MS$^2$,20,7,68.0
LC-MS$^2$Struct,1,8,22.0
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,23.0
Only-MS$^2$,20,8,68.0
LC-MS$^2$Struct,1,1,30.0
LC-MS$^2$Struct,20,1,56.00000000000001
Only-MS$^2$,1,1,26.0
Only-MS$^2$,20,1,56.00000000000001
LC-MS$^2$Struct,1,2,32.0
LC-MS$^2$Struct,20,2,56.00000000000001
Only-MS$^2$,1,2,26.0
Only-MS$^2$,20,2,56.00000000000001
LC-MS$^2$Struct,1,3,30.0
LC-MS$^2$Struct,20,3,56.00000000000001
Only-MS$^2$,1,3,26.0
Only-MS$^2$,20,3,56.00000000000001
LC-MS$^2$Struct,1,4,28.000000000000004
LC-MS$^2$Struct,20,4,54.0
Only-MS$^2$,1,4,26.0
Only-MS$^2$,20,4,56.00000000000001
LC-MS$^2$Struct,1,5,26.0
LC-MS$^2$Struct,20,5,54.0
Only-MS$^2$,1,5,26.0
Only-MS$^2$,20,5,56.00000000000001
LC-MS$^2$Struct,1,6,30.0
LC-MS$^2$Struct,20,6,56.00000000000001
Only-MS$^2$,1,6,26.0
Only-MS$^2$,20,6,56.00000000000001
LC-MS$^2$Struct,1,7,30.0
LC-MS$^2$Struct,20,7,56.00000000000001
Only-MS$^2$,1,7,26.0
Only-MS$^2$,20,7,56.00000000000001
LC-MS$^2$Struct,1,8,30.0
LC-MS$^2$Struct,20,8,56.00000000000001
Only-MS$^2$,1,8,26.0
Only-MS$^2$,20,8,56.00000000000001
LC-MS$^2$Struct,1,1,32.0
LC-MS$^2$Struct,20,1,74.0
Only-MS$^2$,1,1,29.0
Only-MS$^2$,20,1,74.0
LC-MS$^2$Struct,1,2,34.0
LC-MS$^2$Struct,20,2,74.0
Only-MS$^2$,1,2,29.0
Only-MS$^2$,20,2,74.0
LC-MS$^2$Struct,1,3,38.0
LC-MS$^2$Struct,20,3,76.0
Only-MS$^2$,1,3,29.0
Only-MS$^2$,20,3,74.0
LC-MS$^2$Struct,1,4,33.0
LC-MS$^2$Struct,20,4,76.0
Only-MS$^2$,1,4,29.0
Only-MS$^2$,20,4,74.0
LC-MS$^2$Struct,1,5,31.0
LC-MS$^2$Struct,20,5,76.0
Only-MS$^2$,1,5,29.0
Only-MS$^2$,20,5,74.0
LC-MS$^2$Struct,1,6,31.0
LC-MS$^2$Struct,20,6,76.0
Only-MS$^2$,1,6,29.0
Only-MS$^2$,20,6,74.0
LC-MS$^2$Struct,1,7,32.0
LC-MS$^2$Struct,20,7,74.0
Only-MS$^2$,1,7,29.0
Only-MS$^2$,20,7,74.0
LC-MS$^2$Struct,1,8,32.0
LC-MS$^2$Struct,20,8,74.0
Only-MS$^2$,1,8,29.0
Only-MS$^2$,20,8,74.0
LC-MS$^2$Struct,1,1,34.0
LC-MS$^2$Struct,20,1,62.0
Only-MS$^2$,1,1,28.666666666666664
Only-MS$^2$,20,1,66.0
LC-MS$^2$Struct,1,2,32.0
LC-MS$^2$Struct,20,2,66.0
Only-MS$^2$,1,2,28.666666666666664
Only-MS$^2$,20,2,66.0
LC-MS$^2$Struct,1,3,32.0
LC-MS$^2$Struct,20,3,68.0
Only-MS$^2$,1,3,28.666666666666664
Only-MS$^2$,20,3,66.0
LC-MS$^2$Struct,1,4,32.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,28.666666666666664
Only-MS$^2$,20,4,66.0
LC-MS$^2$Struct,1,5,32.0
LC-MS$^2$Struct,20,5,66.0
Only-MS$^2$,1,5,28.666666666666664
Only-MS$^2$,20,5,66.0
LC-MS$^2$Struct,1,6,32.0
LC-MS$^2$Struct,20,6,68.0
Only-MS$^2$,1,6,28.666666666666664
Only-MS$^2$,20,6,66.0
LC-MS$^2$Struct,1,7,30.0
LC-MS$^2$Struct,20,7,64.0
Only-MS$^2$,1,7,28.666666666666664
Only-MS$^2$,20,7,66.0
LC-MS$^2$Struct,1,8,30.0
LC-MS$^2$Struct,20,8,66.0
Only-MS$^2$,1,8,28.666666666666664
Only-MS$^2$,20,8,66.0
LC-MS$^2$Struct,1,1,34.0
LC-MS$^2$Struct,20,1,66.0
Only-MS$^2$,1,1,36.0
Only-MS$^2$,20,1,68.0
LC-MS$^2$Struct,1,2,32.0
LC-MS$^2$Struct,20,2,66.0
Only-MS$^2$,1,2,36.0
Only-MS$^2$,20,2,68.0
LC-MS$^2$Struct,1,3,36.0
LC-MS$^2$Struct,20,3,66.0
Only-MS$^2$,1,3,36.0
Only-MS$^2$,20,3,68.0
LC-MS$^2$Struct,1,4,34.0
LC-MS$^2$Struct,20,4,66.0
Only-MS$^2$,1,4,36.0
Only-MS$^2$,20,4,68.0
LC-MS$^2$Struct,1,5,32.0
LC-MS$^2$Struct,20,5,68.0
Only-MS$^2$,1,5,36.0
Only-MS$^2$,20,5,68.0
LC-MS$^2$Struct,1,6,36.0
LC-MS$^2$Struct,20,6,66.0
Only-MS$^2$,1,6,36.0
Only-MS$^2$,20,6,68.0
LC-MS$^2$Struct,1,7,38.0
LC-MS$^2$Struct,20,7,68.0
Only-MS$^2$,1,7,36.0
Only-MS$^2$,20,7,68.0
LC-MS$^2$Struct,1,8,38.0
LC-MS$^2$Struct,20,8,68.0
Only-MS$^2$,1,8,36.0
Only-MS$^2$,20,8,68.0
LC-MS$^2$Struct,1,1,28.000000000000004
LC-MS$^2$Struct,20,1,70.0
Only-MS$^2$,1,1,31.0
Only-MS$^2$,20,1,72.0
LC-MS$^2$Struct,1,2,28.000000000000004
LC-MS$^2$Struct,20,2,70.0
Only-MS$^2$,1,2,31.0
Only-MS$^2$,20,2,72.0
LC-MS$^2$Struct,1,3,30.0
LC-MS$^2$Struct,20,3,70.0
Only-MS$^2$,1,3,31.0
Only-MS$^2$,20,3,72.0
LC-MS$^2$Struct,1,4,32.0
LC-MS$^2$Struct,20,4,70.0
Only-MS$^2$,1,4,31.0
Only-MS$^2$,20,4,72.0
LC-MS$^2$Struct,1,5,30.0
LC-MS$^2$Struct,20,5,70.0
Only-MS$^2$,1,5,31.0
Only-MS$^2$,20,5,72.0
LC-MS$^2$Struct,1,6,30.0
LC-MS$^2$Struct,20,6,70.0
Only-MS$^2$,1,6,31.0
Only-MS$^2$,20,6,72.0
LC-MS$^2$Struct,1,7,32.0
LC-MS$^2$Struct,20,7,70.0
Only-MS$^2$,1,7,31.0
Only-MS$^2$,20,7,72.0
LC-MS$^2$Struct,1,8,34.0
LC-MS$^2$Struct,20,8,70.0
Only-MS$^2$,1,8,31.0
Only-MS$^2$,20,8,72.0
LC-MS$^2$Struct,1,1,27.0
LC-MS$^2$Struct,20,1,68.0
Only-MS$^2$,1,1,33.0
Only-MS$^2$,20,1,70.0
LC-MS$^2$Struct,1,2,36.0
LC-MS$^2$Struct,20,2,72.0
Only-MS$^2$,1,2,33.0
Only-MS$^2$,20,2,70.0
LC-MS$^2$Struct,1,3,32.0
LC-MS$^2$Struct,20,3,70.0
Only-MS$^2$,1,3,33.0
Only-MS$^2$,20,3,70.0
LC-MS$^2$Struct,1,4,32.0
LC-MS$^2$Struct,20,4,70.0
Only-MS$^2$,1,4,33.0
Only-MS$^2$,20,4,70.0
LC-MS$^2$Struct,1,5,36.0
LC-MS$^2$Struct,20,5,70.0
Only-MS$^2$,1,5,33.0
Only-MS$^2$,20,5,70.0
LC-MS$^2$Struct,1,6,34.0
LC-MS$^2$Struct,20,6,70.0
Only-MS$^2$,1,6,33.0
Only-MS$^2$,20,6,70.0
LC-MS$^2$Struct,1,7,34.0
LC-MS$^2$Struct,20,7,70.0
Only-MS$^2$,1,7,33.0
Only-MS$^2$,20,7,70.0
LC-MS$^2$Struct,1,8,32.0
LC-MS$^2$Struct,20,8,70.0
Only-MS$^2$,1,8,33.0
Only-MS$^2$,20,8,70.0
LC-MS$^2$Struct,1,1,30.0
LC-MS$^2$Struct,20,1,72.0
Only-MS$^2$,1,1,28.000000000000004
Only-MS$^2$,20,1,74.0
LC-MS$^2$Struct,1,2,25.0
LC-MS$^2$Struct,20,2,74.0
Only-MS$^2$,1,2,28.000000000000004
Only-MS$^2$,20,2,74.0
LC-MS$^2$Struct,1,3,27.0
LC-MS$^2$Struct,20,3,72.0
Only-MS$^2$,1,3,28.000000000000004
Only-MS$^2$,20,3,74.0
LC-MS$^2$Struct,1,4,31.0
LC-MS$^2$Struct,20,4,74.0
Only-MS$^2$,1,4,28.000000000000004
Only-MS$^2$,20,4,74.0
LC-MS$^2$Struct,1,5,29.0
LC-MS$^2$Struct,20,5,74.0
Only-MS$^2$,1,5,28.000000000000004
Only-MS$^2$,20,5,74.0
LC-MS$^2$Struct,1,6,30.0
LC-MS$^2$Struct,20,6,74.0
Only-MS$^2$,1,6,28.000000000000004
Only-MS$^2$,20,6,74.0
LC-MS$^2$Struct,1,7,32.0
LC-MS$^2$Struct,20,7,74.0
Only-MS$^2$,1,7,28.000000000000004
Only-MS$^2$,20,7,74.0
LC-MS$^2$Struct,1,8,32.0
LC-MS$^2$Struct,20,8,74.0
Only-MS$^2$,1,8,28.000000000000004
Only-MS$^2$,20,8,74.0
LC-MS$^2$Struct,1,1,40.74074074074074
LC-MS$^2$Struct,20,1,77.77777777777779
Only-MS$^2$,1,1,40.74074074074074
Only-MS$^2$,20,1,74.07407407407408
LC-MS$^2$Struct,1,2,44.44444444444444
LC-MS$^2$Struct,20,2,75.92592592592592
Only-MS$^2$,1,2,40.74074074074074
Only-MS$^2$,20,2,74.07407407407408
LC-MS$^2$Struct,1,3,42.5925925925926
LC-MS$^2$Struct,20,3,75.92592592592592
Only-MS$^2$,1,3,40.74074074074074
Only-MS$^2$,20,3,74.07407407407408
LC-MS$^2$Struct,1,4,42.5925925925926
LC-MS$^2$Struct,20,4,75.92592592592592
Only-MS$^2$,1,4,40.74074074074074
Only-MS$^2$,20,4,74.07407407407408
LC-MS$^2$Struct,1,5,42.5925925925926
LC-MS$^2$Struct,20,5,75.92592592592592
Only-MS$^2$,1,5,40.74074074074074
Only-MS$^2$,20,5,74.07407407407408
LC-MS$^2$Struct,1,6,42.5925925925926
LC-MS$^2$Struct,20,6,74.07407407407408
Only-MS$^2$,1,6,40.74074074074074
Only-MS$^2$,20,6,74.07407407407408
LC-MS$^2$Struct,1,7,42.5925925925926
LC-MS$^2$Struct,20,7,75.92592592592592
Only-MS$^2$,1,7,40.74074074074074
Only-MS$^2$,20,7,74.07407407407408
LC-MS$^2$Struct,1,8,44.44444444444444
LC-MS$^2$Struct,20,8,75.92592592592592
Only-MS$^2$,1,8,40.74074074074074
Only-MS$^2$,20,8,74.07407407407408
LC-MS$^2$Struct,1,1,50.0
LC-MS$^2$Struct,20,1,85.18518518518519
Only-MS$^2$,1,1,53.70370370370371
Only-MS$^2$,20,1,85.18518518518519
LC-MS$^2$Struct,1,2,50.0
LC-MS$^2$Struct,20,2,85.18518518518519
Only-MS$^2$,1,2,53.70370370370371
Only-MS$^2$,20,2,85.18518518518519
LC-MS$^2$Struct,1,3,55.55555555555556
LC-MS$^2$Struct,20,3,85.18518518518519
Only-MS$^2$,1,3,53.70370370370371
Only-MS$^2$,20,3,85.18518518518519
LC-MS$^2$Struct,1,4,53.70370370370371
LC-MS$^2$Struct,20,4,85.18518518518519
Only-MS$^2$,1,4,53.70370370370371
Only-MS$^2$,20,4,85.18518518518519
LC-MS$^2$Struct,1,5,51.85185185185185
LC-MS$^2$Struct,20,5,85.18518518518519
Only-MS$^2$,1,5,53.70370370370371
Only-MS$^2$,20,5,85.18518518518519
LC-MS$^2$Struct,1,6,51.85185185185185
LC-MS$^2$Struct,20,6,85.18518518518519
Only-MS$^2$,1,6,53.70370370370371
Only-MS$^2$,20,6,85.18518518518519
LC-MS$^2$Struct,1,7,53.70370370370371
LC-MS$^2$Struct,20,7,85.18518518518519
Only-MS$^2$,1,7,53.70370370370371
Only-MS$^2$,20,7,85.18518518518519
LC-MS$^2$Struct,1,8,53.70370370370371
LC-MS$^2$Struct,20,8,85.18518518518519
Only-MS$^2$,1,8,53.70370370370371
Only-MS$^2$,20,8,85.18518518518519
LC-MS$^2$Struct,1,1,35.84905660377358
LC-MS$^2$Struct,20,1,88.67924528301887
Only-MS$^2$,1,1,45.28301886792453
Only-MS$^2$,20,1,88.67924528301887
LC-MS$^2$Struct,1,2,43.39622641509434
LC-MS$^2$Struct,20,2,88.67924528301887
Only-MS$^2$,1,2,45.28301886792453
Only-MS$^2$,20,2,88.67924528301887
LC-MS$^2$Struct,1,3,41.50943396226416
LC-MS$^2$Struct,20,3,88.67924528301887
Only-MS$^2$,1,3,45.28301886792453
Only-MS$^2$,20,3,88.67924528301887
LC-MS$^2$Struct,1,4,41.50943396226416
LC-MS$^2$Struct,20,4,88.67924528301887
Only-MS$^2$,1,4,45.28301886792453
Only-MS$^2$,20,4,88.67924528301887
LC-MS$^2$Struct,1,5,43.39622641509434
LC-MS$^2$Struct,20,5,88.67924528301887
Only-MS$^2$,1,5,45.28301886792453
Only-MS$^2$,20,5,88.67924528301887
LC-MS$^2$Struct,1,6,45.28301886792453
LC-MS$^2$Struct,20,6,88.67924528301887
Only-MS$^2$,1,6,45.28301886792453
Only-MS$^2$,20,6,88.67924528301887
LC-MS$^2$Struct,1,7,45.28301886792453
LC-MS$^2$Struct,20,7,88.67924528301887
Only-MS$^2$,1,7,45.28301886792453
Only-MS$^2$,20,7,88.67924528301887
LC-MS$^2$Struct,1,8,45.28301886792453
LC-MS$^2$Struct,20,8,88.67924528301887
Only-MS$^2$,1,8,45.28301886792453
Only-MS$^2$,20,8,88.67924528301887
LC-MS$^2$Struct,1,1,35.84905660377358
LC-MS$^2$Struct,20,1,71.69811320754717
Only-MS$^2$,1,1,39.62264150943396
Only-MS$^2$,20,1,69.81132075471697
LC-MS$^2$Struct,1,2,35.84905660377358
LC-MS$^2$Struct,20,2,71.69811320754717
Only-MS$^2$,1,2,39.62264150943396
Only-MS$^2$,20,2,69.81132075471697
LC-MS$^2$Struct,1,3,35.84905660377358
LC-MS$^2$Struct,20,3,73.58490566037736
Only-MS$^2$,1,3,39.62264150943396
Only-MS$^2$,20,3,69.81132075471697
LC-MS$^2$Struct,1,4,37.735849056603776
LC-MS$^2$Struct,20,4,73.58490566037736
Only-MS$^2$,1,4,39.62264150943396
Only-MS$^2$,20,4,69.81132075471697
LC-MS$^2$Struct,1,5,35.84905660377358
LC-MS$^2$Struct,20,5,73.58490566037736
Only-MS$^2$,1,5,39.62264150943396
Only-MS$^2$,20,5,69.81132075471697
LC-MS$^2$Struct,1,6,35.84905660377358
LC-MS$^2$Struct,20,6,73.58490566037736
Only-MS$^2$,1,6,39.62264150943396
Only-MS$^2$,20,6,69.81132075471697
LC-MS$^2$Struct,1,7,35.84905660377358
LC-MS$^2$Struct,20,7,73.58490566037736
Only-MS$^2$,1,7,39.62264150943396
Only-MS$^2$,20,7,69.81132075471697
LC-MS$^2$Struct,1,8,35.84905660377358
LC-MS$^2$Struct,20,8,73.58490566037736
Only-MS$^2$,1,8,39.62264150943396
Only-MS$^2$,20,8,69.81132075471697
LC-MS$^2$Struct,1,1,45.28301886792453
LC-MS$^2$Struct,20,1,73.58490566037736
Only-MS$^2$,1,1,45.28301886792453
Only-MS$^2$,20,1,73.58490566037736
LC-MS$^2$Struct,1,2,49.0566037735849
LC-MS$^2$Struct,20,2,75.47169811320755
Only-MS$^2$,1,2,45.28301886792453
Only-MS$^2$,20,2,73.58490566037736
LC-MS$^2$Struct,1,3,49.0566037735849
LC-MS$^2$Struct,20,3,75.47169811320755
Only-MS$^2$,1,3,45.28301886792453
Only-MS$^2$,20,3,73.58490566037736
LC-MS$^2$Struct,1,4,49.0566037735849
LC-MS$^2$Struct,20,4,75.47169811320755
Only-MS$^2$,1,4,45.28301886792453
Only-MS$^2$,20,4,73.58490566037736
LC-MS$^2$Struct,1,5,47.16981132075472
LC-MS$^2$Struct,20,5,75.47169811320755
Only-MS$^2$,1,5,45.28301886792453
Only-MS$^2$,20,5,73.58490566037736
LC-MS$^2$Struct,1,6,47.16981132075472
LC-MS$^2$Struct,20,6,75.47169811320755
Only-MS$^2$,1,6,45.28301886792453
Only-MS$^2$,20,6,73.58490566037736
LC-MS$^2$Struct,1,7,47.16981132075472
LC-MS$^2$Struct,20,7,75.47169811320755
Only-MS$^2$,1,7,45.28301886792453
Only-MS$^2$,20,7,73.58490566037736
LC-MS$^2$Struct,1,8,47.16981132075472
LC-MS$^2$Struct,20,8,75.47169811320755
Only-MS$^2$,1,8,45.28301886792453
Only-MS$^2$,20,8,73.58490566037736
LC-MS$^2$Struct,1,1,34.90566037735849
LC-MS$^2$Struct,20,1,81.13207547169812
Only-MS$^2$,1,1,37.735849056603776
Only-MS$^2$,20,1,79.24528301886792
LC-MS$^2$Struct,1,2,36.79245283018868
LC-MS$^2$Struct,20,2,81.13207547169812
Only-MS$^2$,1,2,37.735849056603776
Only-MS$^2$,20,2,79.24528301886792
LC-MS$^2$Struct,1,3,40.56603773584906
LC-MS$^2$Struct,20,3,83.01886792452831
Only-MS$^2$,1,3,37.735849056603776
Only-MS$^2$,20,3,79.24528301886792
LC-MS$^2$Struct,1,4,36.79245283018868
LC-MS$^2$Struct,20,4,81.13207547169812
Only-MS$^2$,1,4,37.735849056603776
Only-MS$^2$,20,4,79.24528301886792
LC-MS$^2$Struct,1,5,36.79245283018868
LC-MS$^2$Struct,20,5,81.13207547169812
Only-MS$^2$,1,5,37.735849056603776
Only-MS$^2$,20,5,79.24528301886792
LC-MS$^2$Struct,1,6,36.79245283018868
LC-MS$^2$Struct,20,6,81.13207547169812
Only-MS$^2$,1,6,37.735849056603776
Only-MS$^2$,20,6,79.24528301886792
LC-MS$^2$Struct,1,7,36.79245283018868
LC-MS$^2$Struct,20,7,81.13207547169812
Only-MS$^2$,1,7,37.735849056603776
Only-MS$^2$,20,7,79.24528301886792
LC-MS$^2$Struct,1,8,36.79245283018868
LC-MS$^2$Struct,20,8,81.13207547169812
Only-MS$^2$,1,8,37.735849056603776
Only-MS$^2$,20,8,79.24528301886792
LC-MS$^2$Struct,1,1,51.85185185185185
LC-MS$^2$Struct,20,1,77.77777777777779
Only-MS$^2$,1,1,46.2962962962963
Only-MS$^2$,20,1,77.77777777777779
LC-MS$^2$Struct,1,2,51.85185185185185
LC-MS$^2$Struct,20,2,79.62962962962963
Only-MS$^2$,1,2,46.2962962962963
Only-MS$^2$,20,2,77.77777777777779
LC-MS$^2$Struct,1,3,50.0
LC-MS$^2$Struct,20,3,77.77777777777779
Only-MS$^2$,1,3,46.2962962962963
Only-MS$^2$,20,3,77.77777777777779
LC-MS$^2$Struct,1,4,51.85185185185185
LC-MS$^2$Struct,20,4,77.77777777777779
Only-MS$^2$,1,4,46.2962962962963
Only-MS$^2$,20,4,77.77777777777779
LC-MS$^2$Struct,1,5,50.0
LC-MS$^2$Struct,20,5,79.62962962962963
Only-MS$^2$,1,5,46.2962962962963
Only-MS$^2$,20,5,77.77777777777779
LC-MS$^2$Struct,1,6,50.0
LC-MS$^2$Struct,20,6,77.77777777777779
Only-MS$^2$,1,6,46.2962962962963
Only-MS$^2$,20,6,77.77777777777779
LC-MS$^2$Struct,1,7,50.0
LC-MS$^2$Struct,20,7,77.77777777777779
Only-MS$^2$,1,7,46.2962962962963
Only-MS$^2$,20,7,77.77777777777779
LC-MS$^2$Struct,1,8,50.0
LC-MS$^2$Struct,20,8,77.77777777777779
Only-MS$^2$,1,8,46.2962962962963
Only-MS$^2$,20,8,77.77777777777779
LC-MS$^2$Struct,1,1,34.25925925925926
LC-MS$^2$Struct,20,1,74.07407407407408
Only-MS$^2$,1,1,43.51851851851852
Only-MS$^2$,20,1,81.48148148148148
LC-MS$^2$Struct,1,2,34.25925925925926
LC-MS$^2$Struct,20,2,77.77777777777779
Only-MS$^2$,1,2,43.51851851851852
Only-MS$^2$,20,2,81.48148148148148
LC-MS$^2$Struct,1,3,36.11111111111111
LC-MS$^2$Struct,20,3,81.48148148148148
Only-MS$^2$,1,3,43.51851851851852
Only-MS$^2$,20,3,81.48148148148148
LC-MS$^2$Struct,1,4,34.25925925925926
LC-MS$^2$Struct,20,4,79.62962962962963
Only-MS$^2$,1,4,43.51851851851852
Only-MS$^2$,20,4,81.48148148148148
LC-MS$^2$Struct,1,5,36.11111111111111
LC-MS$^2$Struct,20,5,77.77777777777779
Only-MS$^2$,1,5,43.51851851851852
Only-MS$^2$,20,5,81.48148148148148
LC-MS$^2$Struct,1,6,36.11111111111111
LC-MS$^2$Struct,20,6,79.62962962962963
Only-MS$^2$,1,6,43.51851851851852
Only-MS$^2$,20,6,81.48148148148148
LC-MS$^2$Struct,1,7,37.96296296296296
LC-MS$^2$Struct,20,7,79.62962962962963
Only-MS$^2$,1,7,43.51851851851852
Only-MS$^2$,20,7,81.48148148148148
LC-MS$^2$Struct,1,8,36.11111111111111
LC-MS$^2$Struct,20,8,79.62962962962963
Only-MS$^2$,1,8,43.51851851851852
Only-MS$^2$,20,8,81.48148148148148
LC-MS$^2$Struct,1,1,35.84905660377358
LC-MS$^2$Struct,20,1,77.35849056603774
Only-MS$^2$,1,1,35.84905660377358
Only-MS$^2$,20,1,79.24528301886792
LC-MS$^2$Struct,1,2,35.84905660377358
LC-MS$^2$Struct,20,2,77.35849056603774
Only-MS$^2$,1,2,35.84905660377358
Only-MS$^2$,20,2,79.24528301886792
LC-MS$^2$Struct,1,3,35.84905660377358
LC-MS$^2$Struct,20,3,77.35849056603774
Only-MS$^2$,1,3,35.84905660377358
Only-MS$^2$,20,3,79.24528301886792
LC-MS$^2$Struct,1,4,35.84905660377358
LC-MS$^2$Struct,20,4,79.24528301886792
Only-MS$^2$,1,4,35.84905660377358
Only-MS$^2$,20,4,79.24528301886792
LC-MS$^2$Struct,1,5,37.735849056603776
LC-MS$^2$Struct,20,5,79.24528301886792
Only-MS$^2$,1,5,35.84905660377358
Only-MS$^2$,20,5,79.24528301886792
LC-MS$^2$Struct,1,6,37.735849056603776
LC-MS$^2$Struct,20,6,77.35849056603774
Only-MS$^2$,1,6,35.84905660377358
Only-MS$^2$,20,6,79.24528301886792
LC-MS$^2$Struct,1,7,37.735849056603776
LC-MS$^2$Struct,20,7,79.24528301886792
Only-MS$^2$,1,7,35.84905660377358
Only-MS$^2$,20,7,79.24528301886792
LC-MS$^2$Struct,1,8,37.735849056603776
LC-MS$^2$Struct,20,8,79.24528301886792
Only-MS$^2$,1,8,35.84905660377358
Only-MS$^2$,20,8,79.24528301886792
LC-MS$^2$Struct,1,1,50.943396226415096
LC-MS$^2$Struct,20,1,71.69811320754717
Only-MS$^2$,1,1,47.16981132075472
Only-MS$^2$,20,1,69.81132075471697
LC-MS$^2$Struct,1,2,49.0566037735849
LC-MS$^2$Struct,20,2,69.81132075471697
Only-MS$^2$,1,2,47.16981132075472
Only-MS$^2$,20,2,69.81132075471697
LC-MS$^2$Struct,1,3,50.943396226415096
LC-MS$^2$Struct,20,3,69.81132075471697
Only-MS$^2$,1,3,47.16981132075472
Only-MS$^2$,20,3,69.81132075471697
LC-MS$^2$Struct,1,4,52.83018867924528
LC-MS$^2$Struct,20,4,69.81132075471697
Only-MS$^2$,1,4,47.16981132075472
Only-MS$^2$,20,4,69.81132075471697
LC-MS$^2$Struct,1,5,50.943396226415096
LC-MS$^2$Struct,20,5,69.81132075471697
Only-MS$^2$,1,5,47.16981132075472
Only-MS$^2$,20,5,69.81132075471697
LC-MS$^2$Struct,1,6,50.943396226415096
LC-MS$^2$Struct,20,6,69.81132075471697
Only-MS$^2$,1,6,47.16981132075472
Only-MS$^2$,20,6,69.81132075471697
LC-MS$^2$Struct,1,7,52.83018867924528
LC-MS$^2$Struct,20,7,69.81132075471697
Only-MS$^2$,1,7,47.16981132075472
Only-MS$^2$,20,7,69.81132075471697
LC-MS$^2$Struct,1,8,52.83018867924528
LC-MS$^2$Struct,20,8,69.81132075471697
Only-MS$^2$,1,8,47.16981132075472
Only-MS$^2$,20,8,69.81132075471697
LC-MS$^2$Struct,1,1,32.075471698113205
LC-MS$^2$Struct,20,1,79.24528301886792
Only-MS$^2$,1,1,33.9622641509434
Only-MS$^2$,20,1,79.24528301886792
LC-MS$^2$Struct,1,2,32.075471698113205
LC-MS$^2$Struct,20,2,77.35849056603774
Only-MS$^2$,1,2,33.9622641509434
Only-MS$^2$,20,2,79.24528301886792
LC-MS$^2$Struct,1,3,32.075471698113205
LC-MS$^2$Struct,20,3,77.35849056603774
Only-MS$^2$,1,3,33.9622641509434
Only-MS$^2$,20,3,79.24528301886792
LC-MS$^2$Struct,1,4,33.9622641509434
LC-MS$^2$Struct,20,4,77.35849056603774
Only-MS$^2$,1,4,33.9622641509434
Only-MS$^2$,20,4,79.24528301886792
LC-MS$^2$Struct,1,5,35.84905660377358
LC-MS$^2$Struct,20,5,77.35849056603774
Only-MS$^2$,1,5,33.9622641509434
Only-MS$^2$,20,5,79.24528301886792
LC-MS$^2$Struct,1,6,33.9622641509434
LC-MS$^2$Struct,20,6,77.35849056603774
Only-MS$^2$,1,6,33.9622641509434
Only-MS$^2$,20,6,79.24528301886792
LC-MS$^2$Struct,1,7,33.9622641509434
LC-MS$^2$Struct,20,7,79.24528301886792
Only-MS$^2$,1,7,33.9622641509434
Only-MS$^2$,20,7,79.24528301886792
LC-MS$^2$Struct,1,8,33.9622641509434
LC-MS$^2$Struct,20,8,79.24528301886792
Only-MS$^2$,1,8,33.9622641509434
Only-MS$^2$,20,8,79.24528301886792
LC-MS$^2$Struct,1,1,24.52830188679245
LC-MS$^2$Struct,20,1,60.37735849056604
Only-MS$^2$,1,1,28.30188679245283
Only-MS$^2$,20,1,60.37735849056604
LC-MS$^2$Struct,1,2,22.641509433962263
LC-MS$^2$Struct,20,2,66.0377358490566
Only-MS$^2$,1,2,28.30188679245283
Only-MS$^2$,20,2,60.37735849056604
LC-MS$^2$Struct,1,3,26.41509433962264
LC-MS$^2$Struct,20,3,66.0377358490566
Only-MS$^2$,1,3,28.30188679245283
Only-MS$^2$,20,3,60.37735849056604
LC-MS$^2$Struct,1,4,24.52830188679245
LC-MS$^2$Struct,20,4,66.0377358490566
Only-MS$^2$,1,4,28.30188679245283
Only-MS$^2$,20,4,60.37735849056604
LC-MS$^2$Struct,1,5,26.41509433962264
LC-MS$^2$Struct,20,5,64.15094339622641
Only-MS$^2$,1,5,28.30188679245283
Only-MS$^2$,20,5,60.37735849056604
LC-MS$^2$Struct,1,6,26.41509433962264
LC-MS$^2$Struct,20,6,64.15094339622641
Only-MS$^2$,1,6,28.30188679245283
Only-MS$^2$,20,6,60.37735849056604
LC-MS$^2$Struct,1,7,26.41509433962264
