scoring_method,k,n_models,top_k_acc
Only-MS$^2$,1,7,4.117647058823529
Only-MS$^2$,20,7,42.13036565977741
LC-MS$^2$Struct,1,8,5.88235294117647
LC-MS$^2$Struct,20,8,39.21568627450981
Only-MS$^2$,1,8,4.117647058823529
Only-MS$^2$,20,8,42.13036565977741
LC-MS$^2$Struct,1,1,1.96078431372549
LC-MS$^2$Struct,20,1,49.01960784313725
Only-MS$^2$,1,1,1.96078431372549
Only-MS$^2$,20,1,47.54901960784316
LC-MS$^2$Struct,1,2,1.96078431372549
LC-MS$^2$Struct,20,2,58.82352941176471
Only-MS$^2$,1,2,1.96078431372549
Only-MS$^2$,20,2,47.54901960784316
LC-MS$^2$Struct,1,3,1.96078431372549
LC-MS$^2$Struct,20,3,60.78431372549019
Only-MS$^2$,1,3,1.96078431372549
Only-MS$^2$,20,3,47.54901960784316
LC-MS$^2$Struct,1,4,5.88235294117647
LC-MS$^2$Struct,20,4,58.82352941176471
Only-MS$^2$,1,4,1.96078431372549
Only-MS$^2$,20,4,47.54901960784316
LC-MS$^2$Struct,1,5,3.92156862745098
LC-MS$^2$Struct,20,5,58.82352941176471
Only-MS$^2$,1,5,1.96078431372549
Only-MS$^2$,20,5,47.54901960784316
LC-MS$^2$Struct,1,6,5.88235294117647
LC-MS$^2$Struct,20,6,56.86274509803921
Only-MS$^2$,1,6,1.96078431372549
Only-MS$^2$,20,6,47.54901960784316
LC-MS$^2$Struct,1,7,7.84313725490196
LC-MS$^2$Struct,20,7,56.86274509803921
Only-MS$^2$,1,7,1.96078431372549
Only-MS$^2$,20,7,47.54901960784316
LC-MS$^2$Struct,1,8,5.88235294117647
LC-MS$^2$Struct,20,8,56.86274509803921
Only-MS$^2$,1,8,1.96078431372549
Only-MS$^2$,20,8,47.54901960784316
LC-MS$^2$Struct,1,1,5.88235294117647
LC-MS$^2$Struct,20,1,54.90196078431373
Only-MS$^2$,1,1,2.450980392156863
Only-MS$^2$,20,1,52.31110120816002
LC-MS$^2$Struct,1,2,5.88235294117647
LC-MS$^2$Struct,20,2,54.90196078431373
Only-MS$^2$,1,2,2.450980392156863
Only-MS$^2$,20,2,52.31110120816002
LC-MS$^2$Struct,1,3,7.84313725490196
LC-MS$^2$Struct,20,3,56.86274509803921
Only-MS$^2$,1,3,2.450980392156863
Only-MS$^2$,20,3,52.31110120816002
LC-MS$^2$Struct,1,4,5.88235294117647
LC-MS$^2$Struct,20,4,58.82352941176471
Only-MS$^2$,1,4,2.450980392156863
Only-MS$^2$,20,4,52.31110120816002
LC-MS$^2$Struct,1,5,5.88235294117647
LC-MS$^2$Struct,20,5,56.86274509803921
Only-MS$^2$,1,5,2.450980392156863
Only-MS$^2$,20,5,52.31110120816002
LC-MS$^2$Struct,1,6,7.84313725490196
LC-MS$^2$Struct,20,6,56.86274509803921
Only-MS$^2$,1,6,2.450980392156863
Only-MS$^2$,20,6,52.31110120816002
LC-MS$^2$Struct,1,7,5.88235294117647
LC-MS$^2$Struct,20,7,56.86274509803921
Only-MS$^2$,1,7,2.450980392156863
Only-MS$^2$,20,7,52.31110120816002
LC-MS$^2$Struct,1,8,5.88235294117647
LC-MS$^2$Struct,20,8,58.82352941176471
Only-MS$^2$,1,8,2.450980392156863
Only-MS$^2$,20,8,52.31110120816002
LC-MS$^2$Struct,1,1,9.803921568627452
LC-MS$^2$Struct,20,1,45.09803921568628
Only-MS$^2$,1,1,3.92156862745098
Only-MS$^2$,20,1,44.18300653594775
LC-MS$^2$Struct,1,2,7.84313725490196
LC-MS$^2$Struct,20,2,49.01960784313725
Only-MS$^2$,1,2,3.92156862745098
Only-MS$^2$,20,2,44.18300653594775
LC-MS$^2$Struct,1,3,7.84313725490196
LC-MS$^2$Struct,20,3,52.94117647058824
Only-MS$^2$,1,3,3.92156862745098
Only-MS$^2$,20,3,44.18300653594775
LC-MS$^2$Struct,1,4,7.84313725490196
LC-MS$^2$Struct,20,4,54.90196078431373
Only-MS$^2$,1,4,3.92156862745098
Only-MS$^2$,20,4,44.18300653594775
LC-MS$^2$Struct,1,5,9.803921568627452
LC-MS$^2$Struct,20,5,54.90196078431373
Only-MS$^2$,1,5,3.92156862745098
Only-MS$^2$,20,5,44.18300653594775
LC-MS$^2$Struct,1,6,9.803921568627452
LC-MS$^2$Struct,20,6,56.86274509803921
Only-MS$^2$,1,6,3.92156862745098
Only-MS$^2$,20,6,44.18300653594775
LC-MS$^2$Struct,1,7,9.803921568627452
LC-MS$^2$Struct,20,7,52.94117647058824
Only-MS$^2$,1,7,3.92156862745098
Only-MS$^2$,20,7,44.18300653594775
LC-MS$^2$Struct,1,8,9.803921568627452
LC-MS$^2$Struct,20,8,56.86274509803921
Only-MS$^2$,1,8,3.92156862745098
Only-MS$^2$,20,8,44.18300653594775
LC-MS$^2$Struct,1,1,7.6923076923076925
LC-MS$^2$Struct,20,1,42.30769230769231
Only-MS$^2$,1,1,5.769230769230769
Only-MS$^2$,20,1,34.61538461538461
LC-MS$^2$Struct,1,2,5.769230769230769
LC-MS$^2$Struct,20,2,44.230769230769226
Only-MS$^2$,1,2,5.769230769230769
Only-MS$^2$,20,2,34.61538461538461
LC-MS$^2$Struct,1,3,7.6923076923076925
LC-MS$^2$Struct,20,3,46.15384615384615
Only-MS$^2$,1,3,5.769230769230769
Only-MS$^2$,20,3,34.61538461538461
LC-MS$^2$Struct,1,4,7.6923076923076925
LC-MS$^2$Struct,20,4,48.07692307692308
Only-MS$^2$,1,4,5.769230769230769
Only-MS$^2$,20,4,34.61538461538461
LC-MS$^2$Struct,1,5,5.769230769230769
LC-MS$^2$Struct,20,5,46.15384615384615
Only-MS$^2$,1,5,5.769230769230769
Only-MS$^2$,20,5,34.61538461538461
LC-MS$^2$Struct,1,6,7.6923076923076925
LC-MS$^2$Struct,20,6,48.07692307692308
Only-MS$^2$,1,6,5.769230769230769
Only-MS$^2$,20,6,34.61538461538461
LC-MS$^2$Struct,1,7,7.6923076923076925
LC-MS$^2$Struct,20,7,48.07692307692308
Only-MS$^2$,1,7,5.769230769230769
Only-MS$^2$,20,7,34.61538461538461
LC-MS$^2$Struct,1,8,7.6923076923076925
LC-MS$^2$Struct,20,8,48.07692307692308
Only-MS$^2$,1,8,5.769230769230769
Only-MS$^2$,20,8,34.61538461538461
LC-MS$^2$Struct,1,1,15.384615384615383
LC-MS$^2$Struct,20,1,46.15384615384615
Only-MS$^2$,1,1,3.8461538461538463
Only-MS$^2$,20,1,32.69230769230769
LC-MS$^2$Struct,1,2,11.538461538461538
LC-MS$^2$Struct,20,2,46.15384615384615
Only-MS$^2$,1,2,3.8461538461538463
Only-MS$^2$,20,2,32.69230769230769
LC-MS$^2$Struct,1,3,15.384615384615383
LC-MS$^2$Struct,20,3,48.07692307692308
Only-MS$^2$,1,3,3.8461538461538463
Only-MS$^2$,20,3,32.69230769230769
LC-MS$^2$Struct,1,4,11.538461538461538
LC-MS$^2$Struct,20,4,46.15384615384615
Only-MS$^2$,1,4,3.8461538461538463
Only-MS$^2$,20,4,32.69230769230769
LC-MS$^2$Struct,1,5,9.615384615384617
LC-MS$^2$Struct,20,5,46.15384615384615
Only-MS$^2$,1,5,3.8461538461538463
Only-MS$^2$,20,5,32.69230769230769
LC-MS$^2$Struct,1,6,9.615384615384617
LC-MS$^2$Struct,20,6,46.15384615384615
Only-MS$^2$,1,6,3.8461538461538463
Only-MS$^2$,20,6,32.69230769230769
LC-MS$^2$Struct,1,7,11.538461538461538
LC-MS$^2$Struct,20,7,50.0
Only-MS$^2$,1,7,3.8461538461538463
Only-MS$^2$,20,7,32.69230769230769
LC-MS$^2$Struct,1,8,9.615384615384617
LC-MS$^2$Struct,20,8,50.0
Only-MS$^2$,1,8,3.8461538461538463
Only-MS$^2$,20,8,32.69230769230769
LC-MS$^2$Struct,1,1,11.76470588235294
LC-MS$^2$Struct,20,1,50.98039215686274
Only-MS$^2$,1,1,9.803921568627452
Only-MS$^2$,20,1,45.09803921568628
LC-MS$^2$Struct,1,2,11.76470588235294
LC-MS$^2$Struct,20,2,49.01960784313725
Only-MS$^2$,1,2,9.803921568627452
Only-MS$^2$,20,2,45.09803921568628
LC-MS$^2$Struct,1,3,17.647058823529413
LC-MS$^2$Struct,20,3,49.01960784313725
Only-MS$^2$,1,3,9.803921568627452
Only-MS$^2$,20,3,45.09803921568628
LC-MS$^2$Struct,1,4,17.647058823529413
LC-MS$^2$Struct,20,4,47.05882352941176
Only-MS$^2$,1,4,9.803921568627452
Only-MS$^2$,20,4,45.09803921568628
LC-MS$^2$Struct,1,5,13.725490196078432
LC-MS$^2$Struct,20,5,52.94117647058824
Only-MS$^2$,1,5,9.803921568627452
Only-MS$^2$,20,5,45.09803921568628
LC-MS$^2$Struct,1,6,9.803921568627452
LC-MS$^2$Struct,20,6,54.90196078431373
Only-MS$^2$,1,6,9.803921568627452
Only-MS$^2$,20,6,45.09803921568628
LC-MS$^2$Struct,1,7,11.76470588235294
LC-MS$^2$Struct,20,7,54.90196078431373
Only-MS$^2$,1,7,9.803921568627452
Only-MS$^2$,20,7,45.09803921568628
LC-MS$^2$Struct,1,8,11.76470588235294
LC-MS$^2$Struct,20,8,52.94117647058824
Only-MS$^2$,1,8,9.803921568627452
Only-MS$^2$,20,8,45.09803921568628
LC-MS$^2$Struct,1,1,3.8461538461538463
LC-MS$^2$Struct,20,1,48.07692307692308
Only-MS$^2$,1,1,3.8461538461538463
Only-MS$^2$,20,1,46.15384615384615
LC-MS$^2$Struct,1,2,3.8461538461538463
LC-MS$^2$Struct,20,2,53.84615384615385
Only-MS$^2$,1,2,3.8461538461538463
Only-MS$^2$,20,2,46.15384615384615
LC-MS$^2$Struct,1,3,5.769230769230769
LC-MS$^2$Struct,20,3,53.84615384615385
Only-MS$^2$,1,3,3.8461538461538463
Only-MS$^2$,20,3,46.15384615384615
LC-MS$^2$Struct,1,4,5.769230769230769
LC-MS$^2$Struct,20,4,57.692307692307686
Only-MS$^2$,1,4,3.8461538461538463
Only-MS$^2$,20,4,46.15384615384615
LC-MS$^2$Struct,1,5,5.769230769230769
LC-MS$^2$Struct,20,5,55.76923076923077
Only-MS$^2$,1,5,3.8461538461538463
Only-MS$^2$,20,5,46.15384615384615
LC-MS$^2$Struct,1,6,5.769230769230769
LC-MS$^2$Struct,20,6,55.76923076923077
Only-MS$^2$,1,6,3.8461538461538463
Only-MS$^2$,20,6,46.15384615384615
LC-MS$^2$Struct,1,7,5.769230769230769
LC-MS$^2$Struct,20,7,57.692307692307686
Only-MS$^2$,1,7,3.8461538461538463
Only-MS$^2$,20,7,46.15384615384615
LC-MS$^2$Struct,1,8,7.6923076923076925
LC-MS$^2$Struct,20,8,57.692307692307686
Only-MS$^2$,1,8,3.8461538461538463
Only-MS$^2$,20,8,46.15384615384615
LC-MS$^2$Struct,1,1,5.769230769230769
LC-MS$^2$Struct,20,1,59.61538461538461
Only-MS$^2$,1,1,7.6923076923076925
Only-MS$^2$,20,1,53.84615384615385
LC-MS$^2$Struct,1,2,5.769230769230769
LC-MS$^2$Struct,20,2,61.53846153846154
Only-MS$^2$,1,2,7.6923076923076925
Only-MS$^2$,20,2,53.84615384615385
LC-MS$^2$Struct,1,3,9.615384615384617
LC-MS$^2$Struct,20,3,63.46153846153846
Only-MS$^2$,1,3,7.6923076923076925
Only-MS$^2$,20,3,53.84615384615385
LC-MS$^2$Struct,1,4,7.6923076923076925
LC-MS$^2$Struct,20,4,61.53846153846154
Only-MS$^2$,1,4,7.6923076923076925
Only-MS$^2$,20,4,53.84615384615385
LC-MS$^2$Struct,1,5,7.6923076923076925
LC-MS$^2$Struct,20,5,59.61538461538461
Only-MS$^2$,1,5,7.6923076923076925
Only-MS$^2$,20,5,53.84615384615385
LC-MS$^2$Struct,1,6,7.6923076923076925
LC-MS$^2$Struct,20,6,59.61538461538461
Only-MS$^2$,1,6,7.6923076923076925
Only-MS$^2$,20,6,53.84615384615385
LC-MS$^2$Struct,1,7,7.6923076923076925
LC-MS$^2$Struct,20,7,57.692307692307686
Only-MS$^2$,1,7,7.6923076923076925
Only-MS$^2$,20,7,53.84615384615385
LC-MS$^2$Struct,1,8,7.6923076923076925
LC-MS$^2$Struct,20,8,57.692307692307686
Only-MS$^2$,1,8,7.6923076923076925
Only-MS$^2$,20,8,53.84615384615385
LC-MS$^2$Struct,1,1,11.538461538461538
LC-MS$^2$Struct,20,1,51.92307692307693
Only-MS$^2$,1,1,7.6923076923076925
Only-MS$^2$,20,1,38.46153846153847
LC-MS$^2$Struct,1,2,9.615384615384617
LC-MS$^2$Struct,20,2,44.230769230769226
Only-MS$^2$,1,2,7.6923076923076925
Only-MS$^2$,20,2,38.46153846153847
LC-MS$^2$Struct,1,3,9.615384615384617
LC-MS$^2$Struct,20,3,44.230769230769226
Only-MS$^2$,1,3,7.6923076923076925
Only-MS$^2$,20,3,38.46153846153847
LC-MS$^2$Struct,1,4,11.538461538461538
LC-MS$^2$Struct,20,4,46.15384615384615
Only-MS$^2$,1,4,7.6923076923076925
Only-MS$^2$,20,4,38.46153846153847
LC-MS$^2$Struct,1,5,11.538461538461538
LC-MS$^2$Struct,20,5,46.15384615384615
Only-MS$^2$,1,5,7.6923076923076925
Only-MS$^2$,20,5,38.46153846153847
LC-MS$^2$Struct,1,6,11.538461538461538
LC-MS$^2$Struct,20,6,48.07692307692308
Only-MS$^2$,1,6,7.6923076923076925
Only-MS$^2$,20,6,38.46153846153847
LC-MS$^2$Struct,1,7,11.538461538461538
LC-MS$^2$Struct,20,7,46.15384615384615
Only-MS$^2$,1,7,7.6923076923076925
Only-MS$^2$,20,7,38.46153846153847
LC-MS$^2$Struct,1,8,11.538461538461538
LC-MS$^2$Struct,20,8,48.07692307692308
Only-MS$^2$,1,8,7.6923076923076925
Only-MS$^2$,20,8,38.46153846153847
LC-MS$^2$Struct,1,1,5.769230769230769
LC-MS$^2$Struct,20,1,57.692307692307686
Only-MS$^2$,1,1,3.8461538461538463
Only-MS$^2$,20,1,51.92307692307693
LC-MS$^2$Struct,1,2,3.8461538461538463
LC-MS$^2$Struct,20,2,57.692307692307686
Only-MS$^2$,1,2,3.8461538461538463
Only-MS$^2$,20,2,51.92307692307693
LC-MS$^2$Struct,1,3,5.769230769230769
LC-MS$^2$Struct,20,3,53.84615384615385
Only-MS$^2$,1,3,3.8461538461538463
Only-MS$^2$,20,3,51.92307692307693
LC-MS$^2$Struct,1,4,5.769230769230769
LC-MS$^2$Struct,20,4,55.76923076923077
Only-MS$^2$,1,4,3.8461538461538463
Only-MS$^2$,20,4,51.92307692307693
LC-MS$^2$Struct,1,5,5.769230769230769
LC-MS$^2$Struct,20,5,59.61538461538461
Only-MS$^2$,1,5,3.8461538461538463
Only-MS$^2$,20,5,51.92307692307693
LC-MS$^2$Struct,1,6,5.769230769230769
LC-MS$^2$Struct,20,6,61.53846153846154
Only-MS$^2$,1,6,3.8461538461538463
Only-MS$^2$,20,6,51.92307692307693
LC-MS$^2$Struct,1,7,3.8461538461538463
LC-MS$^2$Struct,20,7,59.61538461538461
Only-MS$^2$,1,7,3.8461538461538463
Only-MS$^2$,20,7,51.92307692307693
LC-MS$^2$Struct,1,8,3.8461538461538463
LC-MS$^2$Struct,20,8,55.76923076923077
Only-MS$^2$,1,8,3.8461538461538463
Only-MS$^2$,20,8,51.92307692307693
LC-MS$^2$Struct,1,1,9.803921568627452
LC-MS$^2$Struct,20,1,52.94117647058824
Only-MS$^2$,1,1,7.84313725490196
Only-MS$^2$,20,1,50.98039215686274
LC-MS$^2$Struct,1,2,9.803921568627452
LC-MS$^2$Struct,20,2,54.90196078431373
Only-MS$^2$,1,2,7.84313725490196
Only-MS$^2$,20,2,50.98039215686274
LC-MS$^2$Struct,1,3,9.803921568627452
LC-MS$^2$Struct,20,3,54.90196078431373
Only-MS$^2$,1,3,7.84313725490196
Only-MS$^2$,20,3,50.98039215686274
LC-MS$^2$Struct,1,4,7.84313725490196
LC-MS$^2$Struct,20,4,54.90196078431373
Only-MS$^2$,1,4,7.84313725490196
Only-MS$^2$,20,4,50.98039215686274
LC-MS$^2$Struct,1,5,9.803921568627452
LC-MS$^2$Struct,20,5,54.90196078431373
Only-MS$^2$,1,5,7.84313725490196
Only-MS$^2$,20,5,50.98039215686274
LC-MS$^2$Struct,1,6,9.803921568627452
LC-MS$^2$Struct,20,6,54.90196078431373
Only-MS$^2$,1,6,7.84313725490196
Only-MS$^2$,20,6,50.98039215686274
LC-MS$^2$Struct,1,7,9.803921568627452
LC-MS$^2$Struct,20,7,54.90196078431373
Only-MS$^2$,1,7,7.84313725490196
Only-MS$^2$,20,7,50.98039215686274
LC-MS$^2$Struct,1,8,9.803921568627452
LC-MS$^2$Struct,20,8,54.90196078431373
Only-MS$^2$,1,8,7.84313725490196
Only-MS$^2$,20,8,50.98039215686274
LC-MS$^2$Struct,1,1,9.803921568627452
LC-MS$^2$Struct,20,1,31.37254901960784
Only-MS$^2$,1,1,9.803921568627452
Only-MS$^2$,20,1,35.294117647058826
LC-MS$^2$Struct,1,2,11.76470588235294
LC-MS$^2$Struct,20,2,31.37254901960784
Only-MS$^2$,1,2,9.803921568627452
Only-MS$^2$,20,2,35.294117647058826
LC-MS$^2$Struct,1,3,13.725490196078432
LC-MS$^2$Struct,20,3,31.37254901960784
Only-MS$^2$,1,3,9.803921568627452
Only-MS$^2$,20,3,35.294117647058826
LC-MS$^2$Struct,1,4,13.725490196078432
LC-MS$^2$Struct,20,4,31.37254901960784
Only-MS$^2$,1,4,9.803921568627452
Only-MS$^2$,20,4,35.294117647058826
LC-MS$^2$Struct,1,5,13.725490196078432
LC-MS$^2$Struct,20,5,33.33333333333333
Only-MS$^2$,1,5,9.803921568627452
Only-MS$^2$,20,5,35.294117647058826
LC-MS$^2$Struct,1,6,13.725490196078432
LC-MS$^2$Struct,20,6,33.33333333333333
Only-MS$^2$,1,6,9.803921568627452
Only-MS$^2$,20,6,35.294117647058826
LC-MS$^2$Struct,1,7,13.725490196078432
LC-MS$^2$Struct,20,7,33.33333333333333
Only-MS$^2$,1,7,9.803921568627452
Only-MS$^2$,20,7,35.294117647058826
LC-MS$^2$Struct,1,8,13.725490196078432
LC-MS$^2$Struct,20,8,33.33333333333333
Only-MS$^2$,1,8,9.803921568627452
Only-MS$^2$,20,8,35.294117647058826
LC-MS$^2$Struct,1,1,11.76470588235294
LC-MS$^2$Struct,20,1,54.90196078431373
Only-MS$^2$,1,1,5.88235294117647
Only-MS$^2$,20,1,56.86274509803921
LC-MS$^2$Struct,1,2,11.76470588235294
LC-MS$^2$Struct,20,2,50.98039215686274
Only-MS$^2$,1,2,5.88235294117647
Only-MS$^2$,20,2,56.86274509803921
LC-MS$^2$Struct,1,3,11.76470588235294
LC-MS$^2$Struct,20,3,56.86274509803921
Only-MS$^2$,1,3,5.88235294117647
Only-MS$^2$,20,3,56.86274509803921
LC-MS$^2$Struct,1,4,9.803921568627452
LC-MS$^2$Struct,20,4,54.90196078431373
Only-MS$^2$,1,4,5.88235294117647
Only-MS$^2$,20,4,56.86274509803921
LC-MS$^2$Struct,1,5,11.76470588235294
LC-MS$^2$Struct,20,5,56.86274509803921
Only-MS$^2$,1,5,5.88235294117647
Only-MS$^2$,20,5,56.86274509803921
LC-MS$^2$Struct,1,6,9.803921568627452
LC-MS$^2$Struct,20,6,56.86274509803921
Only-MS$^2$,1,6,5.88235294117647
Only-MS$^2$,20,6,56.86274509803921
LC-MS$^2$Struct,1,7,9.803921568627452
LC-MS$^2$Struct,20,7,58.82352941176471
Only-MS$^2$,1,7,5.88235294117647
Only-MS$^2$,20,7,56.86274509803921
LC-MS$^2$Struct,1,8,9.803921568627452
LC-MS$^2$Struct,20,8,58.82352941176471
Only-MS$^2$,1,8,5.88235294117647
Only-MS$^2$,20,8,56.86274509803921
LC-MS$^2$Struct,1,1,9.803921568627452
LC-MS$^2$Struct,20,1,45.09803921568628
Only-MS$^2$,1,1,1.96078431372549
Only-MS$^2$,20,1,45.09803921568628
LC-MS$^2$Struct,1,2,7.84313725490196
LC-MS$^2$Struct,20,2,54.90196078431373
Only-MS$^2$,1,2,1.96078431372549
Only-MS$^2$,20,2,45.09803921568628
LC-MS$^2$Struct,1,3,5.88235294117647
LC-MS$^2$Struct,20,3,54.90196078431373
Only-MS$^2$,1,3,1.96078431372549
Only-MS$^2$,20,3,45.09803921568628
LC-MS$^2$Struct,1,4,5.88235294117647
LC-MS$^2$Struct,20,4,56.86274509803921
Only-MS$^2$,1,4,1.96078431372549
Only-MS$^2$,20,4,45.09803921568628
LC-MS$^2$Struct,1,5,5.88235294117647
LC-MS$^2$Struct,20,5,56.86274509803921
Only-MS$^2$,1,5,1.96078431372549
Only-MS$^2$,20,5,45.09803921568628
LC-MS$^2$Struct,1,6,5.88235294117647
LC-MS$^2$Struct,20,6,54.90196078431373
Only-MS$^2$,1,6,1.96078431372549
Only-MS$^2$,20,6,45.09803921568628
LC-MS$^2$Struct,1,7,5.88235294117647
LC-MS$^2$Struct,20,7,52.94117647058824
Only-MS$^2$,1,7,1.96078431372549
Only-MS$^2$,20,7,45.09803921568628
LC-MS$^2$Struct,1,8,7.84313725490196
LC-MS$^2$Struct,20,8,49.01960784313725
Only-MS$^2$,1,8,1.96078431372549
Only-MS$^2$,20,8,45.09803921568628
LC-MS$^2$Struct,1,1,6.0
LC-MS$^2$Struct,20,1,34.0
Only-MS$^2$,1,1,0.0294117647058823
Only-MS$^2$,20,1,30.588235294117663
LC-MS$^2$Struct,1,2,2.0
LC-MS$^2$Struct,20,2,34.0
Only-MS$^2$,1,2,0.0294117647058823
Only-MS$^2$,20,2,30.588235294117663
LC-MS$^2$Struct,1,3,4.0
LC-MS$^2$Struct,20,3,34.0
Only-MS$^2$,1,3,0.0294117647058823
Only-MS$^2$,20,3,30.588235294117663
LC-MS$^2$Struct,1,4,4.0
LC-MS$^2$Struct,20,4,34.0
Only-MS$^2$,1,4,0.0294117647058823
Only-MS$^2$,20,4,30.588235294117663
LC-MS$^2$Struct,1,5,4.0
LC-MS$^2$Struct,20,5,38.0
Only-MS$^2$,1,5,0.0294117647058823
Only-MS$^2$,20,5,30.588235294117663
LC-MS$^2$Struct,1,6,2.0
LC-MS$^2$Struct,20,6,36.0
Only-MS$^2$,1,6,0.0294117647058823
Only-MS$^2$,20,6,30.588235294117663
LC-MS$^2$Struct,1,7,2.0
LC-MS$^2$Struct,20,7,34.0
Only-MS$^2$,1,7,0.0294117647058823
Only-MS$^2$,20,7,30.588235294117663
LC-MS$^2$Struct,1,8,4.0
LC-MS$^2$Struct,20,8,36.0
Only-MS$^2$,1,8,0.0294117647058823
Only-MS$^2$,20,8,30.588235294117663
LC-MS$^2$Struct,1,1,4.023809523809524
LC-MS$^2$Struct,20,1,34.4761904761905
Only-MS$^2$,1,1,0.0444493586908447
Only-MS$^2$,20,1,26.888987173816886
LC-MS$^2$Struct,1,2,2.0
LC-MS$^2$Struct,20,2,34.0
Only-MS$^2$,1,2,0.0444493586908447
Only-MS$^2$,20,2,26.888987173816886
LC-MS$^2$Struct,1,3,2.0
LC-MS$^2$Struct,20,3,36.0
Only-MS$^2$,1,3,0.0444493586908447
Only-MS$^2$,20,3,26.888987173816886
LC-MS$^2$Struct,1,4,4.0
LC-MS$^2$Struct,20,4,32.0
Only-MS$^2$,1,4,0.0444493586908447
Only-MS$^2$,20,4,26.888987173816886
LC-MS$^2$Struct,1,5,2.0
LC-MS$^2$Struct,20,5,28.000000000000004
Only-MS$^2$,1,5,0.0444493586908447
Only-MS$^2$,20,5,26.888987173816886
LC-MS$^2$Struct,1,6,2.0
LC-MS$^2$Struct,20,6,28.000000000000004
Only-MS$^2$,1,6,0.0444493586908447
Only-MS$^2$,20,6,26.888987173816886
LC-MS$^2$Struct,1,7,2.0
LC-MS$^2$Struct,20,7,28.000000000000004
Only-MS$^2$,1,7,0.0444493586908447
Only-MS$^2$,20,7,26.888987173816886
LC-MS$^2$Struct,1,8,2.0
LC-MS$^2$Struct,20,8,28.000000000000004
Only-MS$^2$,1,8,0.0444493586908447
Only-MS$^2$,20,8,26.888987173816886
LC-MS$^2$Struct,1,1,2.0
LC-MS$^2$Struct,20,1,32.0
Only-MS$^2$,1,1,2.0721804511278195
Only-MS$^2$,20,1,29.4436090225564
LC-MS$^2$Struct,1,2,2.0
LC-MS$^2$Struct,20,2,28.000000000000004
Only-MS$^2$,1,2,2.0721804511278195
Only-MS$^2$,20,2,29.4436090225564
LC-MS$^2$Struct,1,3,2.0
LC-MS$^2$Struct,20,3,30.0
Only-MS$^2$,1,3,2.0721804511278195
Only-MS$^2$,20,3,29.4436090225564
LC-MS$^2$Struct,1,4,2.0
LC-MS$^2$Struct,20,4,32.0
Only-MS$^2$,1,4,2.0721804511278195
Only-MS$^2$,20,4,29.4436090225564
LC-MS$^2$Struct,1,5,2.0
LC-MS$^2$Struct,20,5,32.0
Only-MS$^2$,1,5,2.0721804511278195
Only-MS$^2$,20,5,29.4436090225564
LC-MS$^2$Struct,1,6,2.0
LC-MS$^2$Struct,20,6,32.0
Only-MS$^2$,1,6,2.0721804511278195
Only-MS$^2$,20,6,29.4436090225564
LC-MS$^2$Struct,1,7,2.0
LC-MS$^2$Struct,20,7,34.0
Only-MS$^2$,1,7,2.0721804511278195
Only-MS$^2$,20,7,29.4436090225564
LC-MS$^2$Struct,1,8,2.0
LC-MS$^2$Struct,20,8,34.0
Only-MS$^2$,1,8,2.0721804511278195
Only-MS$^2$,20,8,29.4436090225564
LC-MS$^2$Struct,1,1,2.0
LC-MS$^2$Struct,20,1,30.0
Only-MS$^2$,1,1,2.0721804511278195
Only-MS$^2$,20,1,35.4436090225564
LC-MS$^2$Struct,1,2,2.0
LC-MS$^2$Struct,20,2,40.0
Only-MS$^2$,1,2,2.0721804511278195
Only-MS$^2$,20,2,35.4436090225564
LC-MS$^2$Struct,1,3,4.0
LC-MS$^2$Struct,20,3,36.0
Only-MS$^2$,1,3,2.0721804511278195
Only-MS$^2$,20,3,35.4436090225564
LC-MS$^2$Struct,1,4,4.0
LC-MS$^2$Struct,20,4,40.0
Only-MS$^2$,1,4,2.0721804511278195
Only-MS$^2$,20,4,35.4436090225564
LC-MS$^2$Struct,1,5,4.0
LC-MS$^2$Struct,20,5,38.0
Only-MS$^2$,1,5,2.0721804511278195
Only-MS$^2$,20,5,35.4436090225564
LC-MS$^2$Struct,1,6,4.0
LC-MS$^2$Struct,20,6,40.0
Only-MS$^2$,1,6,2.0721804511278195
Only-MS$^2$,20,6,35.4436090225564
LC-MS$^2$Struct,1,7,4.0
LC-MS$^2$Struct,20,7,38.0
Only-MS$^2$,1,7,2.0721804511278195
Only-MS$^2$,20,7,35.4436090225564
LC-MS$^2$Struct,1,8,4.0
LC-MS$^2$Struct,20,8,38.0
Only-MS$^2$,1,8,2.0721804511278195
Only-MS$^2$,20,8,35.4436090225564
LC-MS$^2$Struct,1,1,4.0
LC-MS$^2$Struct,20,1,52.0
Only-MS$^2$,1,1,2.0721804511278195
Only-MS$^2$,20,1,36.09878143634948
LC-MS$^2$Struct,1,2,4.0
LC-MS$^2$Struct,20,2,42.0
Only-MS$^2$,1,2,2.0721804511278195
Only-MS$^2$,20,2,36.09878143634948
LC-MS$^2$Struct,1,3,4.0
LC-MS$^2$Struct,20,3,42.0
Only-MS$^2$,1,3,2.0721804511278195
Only-MS$^2$,20,3,36.09878143634948
LC-MS$^2$Struct,1,4,6.0
LC-MS$^2$Struct,20,4,44.0
Only-MS$^2$,1,4,2.0721804511278195
Only-MS$^2$,20,4,36.09878143634948
LC-MS$^2$Struct,1,5,6.0
LC-MS$^2$Struct,20,5,46.0
Only-MS$^2$,1,5,2.0721804511278195
Only-MS$^2$,20,5,36.09878143634948
